com.samsung.shealth.tracker.pedometer_day_summary,6123001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
10795,554f2708-f56c-4d87-b594-e5d565087ad9.binning_data.json,5963054,6000,4,2019-03-23 13:00:00.863,com.sec.android.app.shealth,2019-03-22 13:15:00.730,554f2708-f56c-4d87-b594-e5d565087ad9.source_info.json,1.3916423,8298.44,435.18,10791,VfS0qUERdZ,com.sec.android.app.shealth,0,554f2708-f56c-4d87-b594-e5d565087ad9.achievement.json,554f2708-f56c-4d87-b594-e5d565087ad9,1553299200000,
7194,d69ad306-7b5c-40a7-9ece-89eebdf3c03d.binning_data.json,4170299,6000,45,2019-04-19 14:00:01.932,com.sec.android.app.shealth,2019-04-18 14:00:13.549,,3.333333,5470.28,294.86,7149,NakFKIhnVg,com.sec.android.app.shealth,2965,d69ad306-7b5c-40a7-9ece-89eebdf3c03d.achievement.json,d69ad306-7b5c-40a7-9ece-89eebdf3c03d,1555632000000,
7063,b5d7123a-656b-4255-a571-4d2989d6d107.binning_data.json,3876588,6000,73,2019-03-30 13:00:00.620,com.sec.android.app.shealth,2019-03-30 13:00:00.620,,6.944445,5465.1196,297.93997,6990,NakFKIhnVg,com.sec.android.app.shealth,2031,b5d7123a-656b-4255-a571-4d2989d6d107.achievement.json,b5d7123a-656b-4255-a571-4d2989d6d107,1553904000000,
17226,6b8338d4-481d-4311-8003-ee5b2458aa14.binning_data.json,8085471,6000,6346,2019-04-07 14:00:01.055,com.sec.android.app.shealth,2019-04-01 14:53:04.445,6b8338d4-481d-4311-8003-ee5b2458aa14.source_info.json,2.0183413,16319.24,1092.3602,10880,VfS0qUERdZ,com.sec.android.app.shealth,0,6b8338d4-481d-4311-8003-ee5b2458aa14.achievement.json,6b8338d4-481d-4311-8003-ee5b2458aa14,1554163200000,
11550,b986587a-3e48-4860-a442-a1a1a8754d31.binning_data.json,7013151,6000,2,2019-04-22 14:00:00.876,com.sec.android.app.shealth,2019-04-22 14:00:00.876,,2.5833333,8607.43,470.95993,11548,NakFKIhnVg,com.sec.android.app.shealth,2325,b986587a-3e48-4860-a442-a1a1a8754d31.achievement.json,b986587a-3e48-4860-a442-a1a1a8754d31,1555891200000,
17226,0563d38a-2c6a-4439-a312-03500a47c2bd.binning_data.json,8085377,6000,6346,2019-04-02 13:00:00.760,com.sec.android.app.shealth,2019-04-02 13:00:00.760,,6.416666,16319.24,1092.3602,10880,NakFKIhnVg,com.sec.android.app.shealth,12955,0563d38a-2c6a-4439-a312-03500a47c2bd.achievement.json,0563d38a-2c6a-4439-a312-03500a47c2bd,1554163200000,
11237,ce640f51-9dc5-486d-9267-5292eac425d8.binning_data.json,5934105,6000,14,2019-03-26 11:44:22.003,com.sec.android.app.shealth,2019-03-25 13:02:11.643,ce640f51-9dc5-486d-9267-5292eac425d8.source_info.json,1.4456298,8578.5205,462.75998,11223,VfS0qUERdZ,com.sec.android.app.shealth,0,ce640f51-9dc5-486d-9267-5292eac425d8.achievement.json,ce640f51-9dc5-486d-9267-5292eac425d8,1553558400000,
17894,d26a9cb3-e0c5-4a2f-8315-479ef1c2f8bd.binning_data.json,9901945,6000,101,2019-04-10 14:00:01.101,com.sec.android.app.shealth,2019-04-04 14:48:57.822,d26a9cb3-e0c5-4a2f-8315-479ef1c2f8bd.source_info.json,1.3710033,13575.6,741.51996,17793,VfS0qUERdZ,com.sec.android.app.shealth,0,d26a9cb3-e0c5-4a2f-8315-479ef1c2f8bd.achievement.json,d26a9cb3-e0c5-4a2f-8315-479ef1c2f8bd,1554422400000,
14634,cd796d7b-7d64-4841-bce5-a7e44876509d.binning_data.json,8264100,6000,55,2019-04-25 12:34:41.912,com.sec.android.app.shealth,2019-04-24 14:01:51.549,cd796d7b-7d64-4841-bce5-a7e44876509d.source_info.json,1.3463255,11126.17,596.86993,14579,VfS0qUERdZ,com.sec.android.app.shealth,0,cd796d7b-7d64-4841-bce5-a7e44876509d.achievement.json,cd796d7b-7d64-4841-bce5-a7e44876509d,1556150400000,
11102,ccd33ce3-313a-43d2-8d90-af861e275071.binning_data.json,6011188,6000,118,2019-03-29 13:00:00.946,com.sec.android.app.shealth,2019-03-28 13:00:01.155,ccd33ce3-313a-43d2-8d90-af861e275071.source_info.json,1.431998,8608.01,462.65,10984,VfS0qUERdZ,com.sec.android.app.shealth,0,ccd33ce3-313a-43d2-8d90-af861e275071.achievement.json,ccd33ce3-313a-43d2-8d90-af861e275071,1553817600000,
8981,739b455e-d559-4609-918b-fdf2897bd85d.binning_data.json,4853923,6000,16,2019-04-16 13:35:00.943,com.sec.android.app.shealth,2019-04-14 14:00:01.305,739b455e-d559-4609-918b-fdf2897bd85d.source_info.json,1.3893214,6743.66,367.9,8965,VfS0qUERdZ,com.sec.android.app.shealth,0,739b455e-d559-4609-918b-fdf2897bd85d.achievement.json,739b455e-d559-4609-918b-fdf2897bd85d,1555372800000,
5396,eb0c3f30-a0d7-46ee-a845-0088cf7e9560.binning_data.json,3098014,6000,0,2019-04-28 14:00:00.824,com.sec.android.app.shealth,2019-04-28 14:00:00.824,,1.5555557,4092.5,219.95999,5396,NakFKIhnVg,com.sec.android.app.shealth,3030,eb0c3f30-a0d7-46ee-a845-0088cf7e9560.achievement.json,eb0c3f30-a0d7-46ee-a845-0088cf7e9560,1556409600000,
13842,4af0d1f2-d0b3-4d9b-a72f-cee05145c217.binning_data.json,7710330,6000,0,2019-04-08 12:36:36.791,com.sec.android.app.shealth,2019-04-07 16:22:36.980,4af0d1f2-d0b3-4d9b-a72f-cee05145c217.source_info.json,1.3677702,10545.96,562.88995,13842,VfS0qUERdZ,com.sec.android.app.shealth,0,4af0d1f2-d0b3-4d9b-a72f-cee05145c217.achievement.json,4af0d1f2-d0b3-4d9b-a72f-cee05145c217,1554681600000,
17894,0d640372-446e-4b87-ae69-22c24c962401.binning_data.json,9901836,6000,101,2019-04-05 13:00:00.913,com.sec.android.app.shealth,2019-04-05 13:00:00.913,,3.072086,13575.6,741.51996,17793,NakFKIhnVg,com.sec.android.app.shealth,9100,0d640372-446e-4b87-ae69-22c24c962401.achievement.json,0d640372-446e-4b87-ae69-22c24c962401,1554422400000,
15553,c6fa7b5c-e5d3-4925-be2f-89d9e262e311.binning_data.json,8591176,6000,0,2019-04-01 12:08:42.896,com.sec.android.app.shealth,2019-03-31 14:03:04.886,c6fa7b5c-e5d3-4925-be2f-89d9e262e311.source_info.json,1.3720646,11787.649,633.88995,15553,VfS0qUERdZ,com.sec.android.app.shealth,0,c6fa7b5c-e5d3-4925-be2f-89d9e262e311.achievement.json,c6fa7b5c-e5d3-4925-be2f-89d9e262e311,1554076800000,
13540,560d67c8-6322-4218-9deb-9c39a5db1eec.binning_data.json,6897340,6000,226,2019-05-01 14:00:00.901,com.sec.android.app.shealth,2019-05-01 14:00:00.901,,5.2601414,10585.851,569.3399,13314,NakFKIhnVg,com.sec.android.app.shealth,8359,560d67c8-6322-4218-9deb-9c39a5db1eec.achievement.json,560d67c8-6322-4218-9deb-9c39a5db1eec,1556668800000,
14503,3d243148-89ff-4a8e-ba00-bc8b62ab026c.binning_data.json,7690266,6000,32,2019-04-17 14:00:00.742,com.sec.android.app.shealth,2019-04-17 07:11:18.966,,6.1292853,11197.66,590.61993,14471,NakFKIhnVg,com.sec.android.app.shealth,5741,3d243148-89ff-4a8e-ba00-bc8b62ab026c.achievement.json,3d243148-89ff-4a8e-ba00-bc8b62ab026c,1555459200000,
15934,3c3fdc52-f04a-4ba9-b07c-4144711295ab.binning_data.json,8753558,6000,19,2019-04-11 13:58:20.743,com.sec.android.app.shealth,2019-04-10 14:55:01.745,3c3fdc52-f04a-4ba9-b07c-4144711295ab.source_info.json,1.3890522,12159.15,649.44,15915,VfS0qUERdZ,com.sec.android.app.shealth,0,3c3fdc52-f04a-4ba9-b07c-4144711295ab.achievement.json,3c3fdc52-f04a-4ba9-b07c-4144711295ab,1554940800000,
2371,a750fa70-6aa0-4f36-8eca-4083ed9a2106.binning_data.json,1301267,6000,18,2019-05-06 14:00:00.675,com.sec.android.app.shealth,2019-05-04 14:00:01.961,,2.6944444,1772.97,102.83,2353,NakFKIhnVg,com.sec.android.app.shealth,0,a750fa70-6aa0-4f36-8eca-4083ed9a2106.achievement.json,a750fa70-6aa0-4f36-8eca-4083ed9a2106,1557100800000,
10000,2f421478-4bfc-444a-9f66-ba7c265c8d55.binning_data.json,5255833,6000,7,2019-04-09 14:00:01.105,com.sec.android.app.shealth,2019-04-03 14:50:17.575,2f421478-4bfc-444a-9f66-ba7c265c8d55.source_info.json,1.4738669,7746.4,405.78995,9993,VfS0qUERdZ,com.sec.android.app.shealth,0,2f421478-4bfc-444a-9f66-ba7c265c8d55.achievement.json,2f421478-4bfc-444a-9f66-ba7c265c8d55,1554336000000,
20572,9918c9ba-c60a-4f16-a1fb-44e3eda6582e.binning_data.json,12292783,6000,14,2019-04-21 14:00:02.048,com.sec.android.app.shealth,2019-04-21 14:00:02.048,,1.8333335,15498.52,834.3899,20558,NakFKIhnVg,com.sec.android.app.shealth,6866,9918c9ba-c60a-4f16-a1fb-44e3eda6582e.achievement.json,9918c9ba-c60a-4f16-a1fb-44e3eda6582e,1555804800000,
10030,2b4cf42c-e45d-4c73-85eb-05684442723e.binning_data.json,5343942,6000,7,2019-04-14 13:55:07.323,com.sec.android.app.shealth,2019-04-13 14:51:29.224,2b4cf42c-e45d-4c73-85eb-05684442723e.source_info.json,1.4451056,7722.56,408.51996,10023,VfS0qUERdZ,com.sec.android.app.shealth,0,2b4cf42c-e45d-4c73-85eb-05684442723e.achievement.json,2b4cf42c-e45d-4c73-85eb-05684442723e,1555200000000,
19129,c4c2c760-3d30-4819-86f8-727497de874e.binning_data.json,11199986,6000,0,2019-05-07 14:00:00.683,com.sec.android.app.shealth,2019-05-07 07:35:02.110,,1.8055556,14336.96,788.6099,19129,NakFKIhnVg,com.sec.android.app.shealth,7285,c4c2c760-3d30-4819-86f8-727497de874e.achievement.json,c4c2c760-3d30-4819-86f8-727497de874e,1557187200000,
13544,8e9c22ae-1510-4cbc-8b8d-a9fd1f7d660e.binning_data.json,7705322,6000,8,2019-04-12 14:00:01.048,com.sec.android.app.shealth,2019-04-06 13:15:00.575,8e9c22ae-1510-4cbc-8b8d-a9fd1f7d660e.source_info.json,1.3374443,10305.439,550.94,13536,VfS0qUERdZ,com.sec.android.app.shealth,0,8e9c22ae-1510-4cbc-8b8d-a9fd1f7d660e.achievement.json,8e9c22ae-1510-4cbc-8b8d-a9fd1f7d660e,1554595200000,
13842,afcf27bf-ded5-47fb-bdf0-598f55eb5667.binning_data.json,7710276,6000,0,2019-04-08 14:00:00.938,com.sec.android.app.shealth,2019-04-08 14:00:00.938,,2.2094502,10545.96,562.88995,13842,NakFKIhnVg,com.sec.android.app.shealth,9794,afcf27bf-ded5-47fb-bdf0-598f55eb5667.achievement.json,afcf27bf-ded5-47fb-bdf0-598f55eb5667,1554681600000,
7657,8bf5ee1c-17dc-46e2-9b50-379eb4e1fec1.binning_data.json,4218038,6000,30,2019-05-18 13:59:47.322,com.sec.android.app.shealth,2019-05-18 02:56:52.719,8bf5ee1c-17dc-46e2-9b50-379eb4e1fec1.source_info.json,1.4014001,5911.1597,317.02994,7627,VfS0qUERdZ,com.sec.android.app.shealth,0,8bf5ee1c-17dc-46e2-9b50-379eb4e1fec1.achievement.json,8bf5ee1c-17dc-46e2-9b50-379eb4e1fec1,1558137600000,
10077,98528eb4-4731-4652-8f1c-36c92f61d7d5.binning_data.json,5499635,6000,1,2019-04-18 14:00:13.548,com.sec.android.app.shealth,2019-04-16 17:08:48.339,,3.0085588,7743.5796,407.43997,10076,NakFKIhnVg,com.sec.android.app.shealth,2593,98528eb4-4731-4652-8f1c-36c92f61d7d5.achievement.json,98528eb4-4731-4652-8f1c-36c92f61d7d5,1555545600000,
15934,6ab0b2ae-31d0-42c4-ab67-c2fb07101555.binning_data.json,8753480,6000,19,2019-04-11 14:00:00.711,com.sec.android.app.shealth,2019-04-11 14:00:00.711,,2.4722226,12159.15,649.44,15915,NakFKIhnVg,com.sec.android.app.shealth,7386,6ab0b2ae-31d0-42c4-ab67-c2fb07101555.achievement.json,6ab0b2ae-31d0-42c4-ab67-c2fb07101555,1554940800000,
11045,5a4ec6a6-ba56-4c33-aca1-ae22447fdc0d.binning_data.json,5988143,6000,30,2019-04-10 12:24:03.344,com.sec.android.app.shealth,2019-04-09 15:28:55.115,5a4ec6a6-ba56-4c33-aca1-ae22447fdc0d.source_info.json,1.4162437,8480.67,452.74994,11015,VfS0qUERdZ,com.sec.android.app.shealth,0,5a4ec6a6-ba56-4c33-aca1-ae22447fdc0d.achievement.json,5a4ec6a6-ba56-4c33-aca1-ae22447fdc0d,1554854400000,
10159,18cde02b-ae34-42b1-af6e-8aa5b9721402.binning_data.json,5541340,6000,10,2019-05-21 09:43:45.366,com.sec.android.app.shealth,2019-05-20 14:21:46.337,18cde02b-ae34-42b1-af6e-8aa5b9721402.source_info.json,1.4139899,7835.4,420.07996,10149,VfS0qUERdZ,com.sec.android.app.shealth,0,18cde02b-ae34-42b1-af6e-8aa5b9721402.achievement.json,18cde02b-ae34-42b1-af6e-8aa5b9721402,1558396800000,
5165,9b0bbff6-99b1-47a3-a7a1-d8c0e3eb9937.binning_data.json,2964303,6000,0,2019-04-21 14:00:02.424,com.sec.android.app.shealth,2019-04-19 14:25:00.513,9b0bbff6-99b1-47a3-a7a1-d8c0e3eb9937.source_info.json,1.316255,3901.7798,212.45999,5165,VfS0qUERdZ,com.sec.android.app.shealth,0,9b0bbff6-99b1-47a3-a7a1-d8c0e3eb9937.achievement.json,9b0bbff6-99b1-47a3-a7a1-d8c0e3eb9937,1555718400000,
8981,935a355a-ab67-4d0c-b4f5-15317afd5714.binning_data.json,4853869,6000,16,2019-04-16 17:08:48.422,com.sec.android.app.shealth,2019-04-14 14:00:00.871,,3.1388888,6743.66,367.9,8965,NakFKIhnVg,com.sec.android.app.shealth,4078,935a355a-ab67-4d0c-b4f5-15317afd5714.achievement.json,935a355a-ab67-4d0c-b4f5-15317afd5714,1555372800000,
13290,b9d90049-9cbd-418f-b430-d686cff63818.binning_data.json,7954458,6000,42,2019-04-24 14:00:35.783,com.sec.android.app.shealth,2019-04-24 14:00:00.764,,3.2777774,10019.079,539.14996,13248,NakFKIhnVg,com.sec.android.app.shealth,1685,b9d90049-9cbd-418f-b430-d686cff63818.achievement.json,b9d90049-9cbd-418f-b430-d686cff63818,1556064000000,
10637,bf4223ab-bf52-44d7-9618-39b551349054.binning_data.json,5800347,6000,6,2019-04-13 12:39:19.039,com.sec.android.app.shealth,2019-04-12 14:13:29.732,bf4223ab-bf52-44d7-9618-39b551349054.source_info.json,1.4077053,8165.18,430.42996,10631,VfS0qUERdZ,com.sec.android.app.shealth,0,bf4223ab-bf52-44d7-9618-39b551349054.achievement.json,bf4223ab-bf52-44d7-9618-39b551349054,1555113600000,
8913,bfa4a763-cf3e-45bb-9f4c-96ac0eedc420.binning_data.json,4633880,6000,11,2019-05-24 13:56:26.825,com.sec.android.app.shealth,2019-05-23 16:55:14.620,bfa4a763-cf3e-45bb-9f4c-96ac0eedc420.source_info.json,1.5031679,6965.5,366.93997,8902,VfS0qUERdZ,com.sec.android.app.shealth,0,bfa4a763-cf3e-45bb-9f4c-96ac0eedc420.achievement.json,bfa4a763-cf3e-45bb-9f4c-96ac0eedc420,1558656000000,
8915,9c077e47-13cf-4fc7-90a8-ad41379b9457.binning_data.json,4674515,6000,35,2019-05-10 14:00:00.753,com.sec.android.app.shealth,2019-05-10 14:00:00.753,,1.9444443,6878.67,375.58997,8880,NakFKIhnVg,com.sec.android.app.shealth,4882,9c077e47-13cf-4fc7-90a8-ad41379b9457.achievement.json,9c077e47-13cf-4fc7-90a8-ad41379b9457,1557446400000,
12451,4783e288-aefe-4a1c-926d-221a807ef31b.binning_data.json,6383028,6000,22,2019-04-27 14:04:17.516,com.sec.android.app.shealth,2019-04-27 14:00:01.362,,2.3611112,9662.93,510.24997,12429,NakFKIhnVg,com.sec.android.app.shealth,4298,4783e288-aefe-4a1c-926d-221a807ef31b.achievement.json,4783e288-aefe-4a1c-926d-221a807ef31b,1556323200000,
9802,1464672e-3d04-4947-8458-5f9fd582ef9b.binning_data.json,5365254,6000,0,2019-04-15 13:44:08.867,com.sec.android.app.shealth,2019-04-14 15:20:13.346,1464672e-3d04-4947-8458-5f9fd582ef9b.source_info.json,1.4033593,7529.38,395.41998,9802,VfS0qUERdZ,com.sec.android.app.shealth,0,1464672e-3d04-4947-8458-5f9fd582ef9b.achievement.json,1464672e-3d04-4947-8458-5f9fd582ef9b,1555286400000,
11772,c9923cda-eaa7-4bd9-a87e-164f92440669.binning_data.json,6256856,6000,11,2019-05-27 12:55:16.232,com.sec.android.app.shealth,2019-05-26 14:40:40.753,c9923cda-eaa7-4bd9-a87e-164f92440669.source_info.json,1.4333668,8968.37,481.83997,11761,VfS0qUERdZ,com.sec.android.app.shealth,0,c9923cda-eaa7-4bd9-a87e-164f92440669.achievement.json,c9923cda-eaa7-4bd9-a87e-164f92440669,1558915200000,
15276,76c471b0-0954-43de-80bc-4661fb6d44e8.binning_data.json,7989916,6000,57,2019-04-30 14:00:02.058,com.sec.android.app.shealth,2019-04-30 14:00:02.058,,2.3611112,11739.67,629.38995,15219,NakFKIhnVg,com.sec.android.app.shealth,3627,76c471b0-0954-43de-80bc-4661fb6d44e8.achievement.json,76c471b0-0954-43de-80bc-4661fb6d44e8,1556582400000,
10077,478e78cf-f5e4-4a30-a13a-99dc34120825.binning_data.json,5499689,6000,1,2019-04-19 14:00:02.280,com.sec.android.app.shealth,2019-04-16 17:08:48.842,478e78cf-f5e4-4a30-a13a-99dc34120825.source_info.json,1.4080031,7743.5796,407.43997,10076,VfS0qUERdZ,com.sec.android.app.shealth,0,478e78cf-f5e4-4a30-a13a-99dc34120825.achievement.json,478e78cf-f5e4-4a30-a13a-99dc34120825,1555545600000,
28505,0e990b9c-4243-40bf-9eb7-343a2a80554c.binning_data.json,15778056,6000,23,2019-04-23 13:27:28.681,com.sec.android.app.shealth,2019-04-22 20:46:23.474,0e990b9c-4243-40bf-9eb7-343a2a80554c.source_info.json,1.3862863,21872.9,1150.3198,28482,VfS0qUERdZ,com.sec.android.app.shealth,0,0e990b9c-4243-40bf-9eb7-343a2a80554c.achievement.json,0e990b9c-4243-40bf-9eb7-343a2a80554c,1555977600000,
10224,a7563cdc-972f-4f14-b47f-c32a0b49d359.binning_data.json,5404404,6000,400,2019-05-03 14:00:01.226,com.sec.android.app.shealth,2019-05-03 14:00:01.226,,8.503992,8764.049,500.45984,9824,NakFKIhnVg,com.sec.android.app.shealth,982,a7563cdc-972f-4f14-b47f-c32a0b49d359.achievement.json,a7563cdc-972f-4f14-b47f-c32a0b49d359,1556841600000,
8683,67c81ef9-3482-48f1-91d3-9dd9f36f8e13.binning_data.json,4531026,6000,5,2019-05-30 10:54:52.992,com.sec.android.app.shealth,2019-05-29 14:33:37.671,67c81ef9-3482-48f1-91d3-9dd9f36f8e13.source_info.json,1.469451,6658.12,354.22998,8678,VfS0qUERdZ,com.sec.android.app.shealth,0,67c81ef9-3482-48f1-91d3-9dd9f36f8e13.achievement.json,67c81ef9-3482-48f1-91d3-9dd9f36f8e13,1559174400000,
5165,3244d822-4190-44a3-8769-99cc4b052f5f.binning_data.json,2964261,6000,0,2019-04-20 14:04:26.895,com.sec.android.app.shealth,2019-04-20 14:00:01.725,,2.12861,3901.7798,212.45999,5165,NakFKIhnVg,com.sec.android.app.shealth,0,3244d822-4190-44a3-8769-99cc4b052f5f.achievement.json,3244d822-4190-44a3-8769-99cc4b052f5f,1555718400000,
7194,bc0c7cef-2b4e-4a60-9a06-a4f0530a5369.binning_data.json,4170348,6000,45,2019-04-19 13:07:25.773,com.sec.android.app.shealth,2019-04-18 14:00:13.185,bc0c7cef-2b4e-4a60-9a06-a4f0530a5369.source_info.json,1.3117081,5470.28,294.86,7149,VfS0qUERdZ,com.sec.android.app.shealth,0,bc0c7cef-2b4e-4a60-9a06-a4f0530a5369.achievement.json,bc0c7cef-2b4e-4a60-9a06-a4f0530a5369,1555632000000,
28505,0c14bc53-9a12-41a1-9bb7-1a30be77137b.binning_data.json,15777883,6000,23,2019-04-23 14:00:00.887,com.sec.android.app.shealth,2019-04-23 14:00:00.887,,4.9672036,21872.9,1150.3198,28482,NakFKIhnVg,com.sec.android.app.shealth,11386,0c14bc53-9a12-41a1-9bb7-1a30be77137b.achievement.json,0c14bc53-9a12-41a1-9bb7-1a30be77137b,1555977600000,
8975,f107a023-a9bf-4c71-ba08-fe25aa0e6f5e.binning_data.json,4969487,6000,5,2019-06-03 14:00:01.445,com.sec.android.app.shealth,2019-06-01 14:33:45.189,f107a023-a9bf-4c71-ba08-fe25aa0e6f5e.source_info.json,1.3794221,6855.02,366.15997,8970,VfS0qUERdZ,com.sec.android.app.shealth,0,f107a023-a9bf-4c71-ba08-fe25aa0e6f5e.achievement.json,f107a023-a9bf-4c71-ba08-fe25aa0e6f5e,1559433600000,
11550,23705102-9e4d-428a-8cc7-5446584e4bef.binning_data.json,7013248,6000,2,2019-04-22 11:49:46.791,com.sec.android.app.shealth,2019-04-21 23:17:07.858,23705102-9e4d-428a-8cc7-5446584e4bef.source_info.json,1.22731,8607.43,470.95993,11548,VfS0qUERdZ,com.sec.android.app.shealth,0,23705102-9e4d-428a-8cc7-5446584e4bef.achievement.json,23705102-9e4d-428a-8cc7-5446584e4bef,1555891200000,
14290,50c52d60-cced-4c64-932d-1bf9d92d6832.binning_data.json,8266291,6000,13,2019-05-05 14:00:01.913,com.sec.android.app.shealth,2019-05-05 14:00:01.913,,1.7560916,10738.18,578.19995,14277,NakFKIhnVg,com.sec.android.app.shealth,8281,50c52d60-cced-4c64-932d-1bf9d92d6832.achievement.json,50c52d60-cced-4c64-932d-1bf9d92d6832,1557014400000,
12149,fe9fbc03-661d-4e4d-8a24-4f2204ebc9ef.binning_data.json,6234994,6000,13,2019-04-26 11:49:10.444,com.sec.android.app.shealth,2019-04-25 18:20:29.124,fe9fbc03-661d-4e4d-8a24-4f2204ebc9ef.source_info.json,1.5088835,9407.881,495.36993,12136,VfS0qUERdZ,com.sec.android.app.shealth,0,fe9fbc03-661d-4e4d-8a24-4f2204ebc9ef.achievement.json,fe9fbc03-661d-4e4d-8a24-4f2204ebc9ef,1556236800000,
14634,505a01cc-ecd6-4878-844c-1b9fe0251382.binning_data.json,8264020,6000,55,2019-04-25 14:00:00.815,com.sec.android.app.shealth,2019-04-24 14:00:35.748,,2.3621626,11126.17,596.86993,14579,NakFKIhnVg,com.sec.android.app.shealth,5312,505a01cc-ecd6-4878-844c-1b9fe0251382.achievement.json,505a01cc-ecd6-4878-844c-1b9fe0251382,1556150400000,
6361,4abf9e3d-cf61-42d0-a6b8-d38112f78a68.binning_data.json,3620623,6000,0,2019-05-13 14:00:00.751,com.sec.android.app.shealth,2019-05-13 14:00:00.751,,1.6666665,4799.1,260.19998,6361,NakFKIhnVg,com.sec.android.app.shealth,2184,4abf9e3d-cf61-42d0-a6b8-d38112f78a68.achievement.json,4abf9e3d-cf61-42d0-a6b8-d38112f78a68,1557705600000,
5654,adb204b9-579c-4f57-af09-036d1c7d9c4f.binning_data.json,3044796,6000,1,2019-06-05 12:22:19.603,com.sec.android.app.shealth,2019-06-04 15:49:58.762,adb204b9-579c-4f57-af09-036d1c7d9c4f.source_info.json,1.4091913,4290.6997,231.19998,5653,VfS0qUERdZ,com.sec.android.app.shealth,0,adb204b9-579c-4f57-af09-036d1c7d9c4f.achievement.json,adb204b9-579c-4f57-af09-036d1c7d9c4f,1559692800000,
12579,456de8df-85a5-412a-855f-6f9fd0dda526.binning_data.json,6567735,6000,0,2019-05-09 14:00:00.861,com.sec.android.app.shealth,2019-05-09 14:00:00.861,,1.7515001,9825.891,515.81995,12579,NakFKIhnVg,com.sec.android.app.shealth,6711,456de8df-85a5-412a-855f-6f9fd0dda526.achievement.json,456de8df-85a5-412a-855f-6f9fd0dda526,1557360000000,
7513,b92f857a-c9e4-451e-b725-1a425099aec1.binning_data.json,3807331,6000,195,2019-04-29 13:48:20.178,com.sec.android.app.shealth,2019-04-28 15:07:39.613,b92f857a-c9e4-451e-b725-1a425099aec1.source_info.json,1.542524,5872.9004,316.91998,7318,VfS0qUERdZ,com.sec.android.app.shealth,0,b92f857a-c9e4-451e-b725-1a425099aec1.achievement.json,b92f857a-c9e4-451e-b725-1a425099aec1,1556496000000,
14309,2c741e89-e2ee-43c6-ad85-785ac8dbc4ec.binning_data.json,7674901,6000,6,2019-05-12 14:00:00.725,com.sec.android.app.shealth,2019-05-11 14:00:27.359,,1.9160119,10657.949,605.3499,14303,NakFKIhnVg,com.sec.android.app.shealth,7824,2c741e89-e2ee-43c6-ad85-785ac8dbc4ec.achievement.json,2c741e89-e2ee-43c6-ad85-785ac8dbc4ec,1557619200000,
5396,b20e0538-be16-4530-aa88-fd7a73e90f33.binning_data.json,3098047,6000,0,2019-04-28 13:52:18.353,com.sec.android.app.shealth,2019-04-27 14:15:04.463,b20e0538-be16-4530-aa88-fd7a73e90f33.source_info.json,1.3209933,4092.5,219.95999,5396,VfS0qUERdZ,com.sec.android.app.shealth,0,b20e0538-be16-4530-aa88-fd7a73e90f33.achievement.json,b20e0538-be16-4530-aa88-fd7a73e90f33,1556409600000,
12149,67c1d6fb-9182-4516-a463-81f9fd4a096a.binning_data.json,6234909,6000,13,2019-04-26 14:05:35.058,com.sec.android.app.shealth,2019-04-26 14:05:35.058,,4.9722223,9407.881,495.36993,12136,NakFKIhnVg,com.sec.android.app.shealth,4475,67c1d6fb-9182-4516-a463-81f9fd4a096a.achievement.json,67c1d6fb-9182-4516-a463-81f9fd4a096a,1556236800000,
14111,184ced1c-5e4a-4736-b7ee-aa83cd3b04e2.binning_data.json,7487998,6000,29,2019-05-15 14:00:00.786,com.sec.android.app.shealth,2019-05-15 14:00:00.786,,2.0589015,10768.45,582.36993,14082,NakFKIhnVg,com.sec.android.app.shealth,6190,184ced1c-5e4a-4736-b7ee-aa83cd3b04e2.achievement.json,184ced1c-5e4a-4736-b7ee-aa83cd3b04e2,1557878400000,
5014,dfadf697-1536-436a-b677-829eecaf7e4d.binning_data.json,2650118,6000,0,2019-06-08 13:10:25.283,com.sec.android.app.shealth,2019-06-07 15:35:21.496,dfadf697-1536-436a-b677-829eecaf7e4d.source_info.json,1.4546895,3855.1,210.34,5014,VfS0qUERdZ,com.sec.android.app.shealth,0,dfadf697-1536-436a-b677-829eecaf7e4d.achievement.json,dfadf697-1536-436a-b677-829eecaf7e4d,1559952000000,
7513,61324393-2460-4f2c-b465-e4a8d140dcde.binning_data.json,3807273,6000,195,2019-04-29 14:00:00.768,com.sec.android.app.shealth,2019-04-29 14:00:00.768,,3.25,5872.9004,316.91998,7318,NakFKIhnVg,com.sec.android.app.shealth,1979,61324393-2460-4f2c-b465-e4a8d140dcde.achievement.json,61324393-2460-4f2c-b465-e4a8d140dcde,1556496000000,
13540,7998e8e0-157e-41ae-9c89-bdb17b25662b.binning_data.json,6897412,6000,226,2019-05-01 12:55:03.726,com.sec.android.app.shealth,2019-04-30 16:27:18.502,7998e8e0-157e-41ae-9c89-bdb17b25662b.source_info.json,1.5347568,10585.851,569.3399,13314,VfS0qUERdZ,com.sec.android.app.shealth,0,7998e8e0-157e-41ae-9c89-bdb17b25662b.achievement.json,7998e8e0-157e-41ae-9c89-bdb17b25662b,1556668800000,
